ship_city,ship_state,ship_postal_code
MIHAN,MAHARASHTRA,441110.0
NEW DELHI,DELHI,110092.0
HYDERABAD,TELANGANA,500090.0
KHURJA,UTTAR PRADESH,203131.0
KOLKATA,WEST BENGAL,700017.0
NEW DELHI,DELHI,110029.0
NOIDA,UTTAR PRADESH,201301.0
Choglamsar,LADAKH,194104.0
HYDERABAD,TELANGANA,502319.0
HYDERABAD,TELANGANA,502319.0
BENGALURU,KARNATAKA,560033.0
YAVATMAL,MAHARASHTRA,445001.0
Allahabad,UTTAR PRADESH,212404.0
Allahabad,UTTAR PRADESH,212404.0
REDHAKHOL,ODISHA,768106.0
FARIDABAD,HARYANA,121002.0
CHENNAI,TAMIL NADU,600071.0
SHILLONG,MEGHALAYA,793018.0
GURUGRAM,HARYANA,122001.0
GURUGRAM,HARYANA,122001.0
GURUGRAM,HARYANA,122001.0
HYDERABAD,TELANGANA,500055.0
HYDERABAD,TELANGANA,500084.0
AHMEDABAD,Gujarat,380015.0
FARIDPUR BAREILLY DISTRICT,UTTAR PRADESH,243503.0
Rourkela,ODISHA,769015.0
VIJAYAWADA,ANDHRA PRADESH,520015.0
VIZIANAGARAM,ANDHRA PRADESH,535004.0
JAIPUR,RAJASTHAN,302019.0
DHARWAD,KARNATAKA,580003.0
DAULATPUR,HIMACHAL PRADESH,177204.0
HYDERABAD,TELANGANA,500053.0
JALNA,MAHARASHTRA,431203.0
KARIMNAGAR,TELANGANA,505001.0
BILASPUR,CHHATTISGARH,495001.0
NEW DELHI,DELHI,110033.0
"ARVI,Dist- wardha",MAHARASHTRA,442201.0
GHAZIABAD,UTTAR PRADESH,201009.0
Kurseong,WEST BENGAL,734203.0
HYDERABAD,TELANGANA,500015.0
NANDURA,MAHARASHTRA,443404.0
DIU,DADRA AND NAGAR,362570.0
DIU,DADRA AND NAGAR,362570.0
DIU,DADRA AND NAGAR,362570.0
DIU,DADRA AND NAGAR,362570.0
MUMBAI 400101,MAHARASHTRA,400101.0
GHAZIABAD,UTTAR PRADESH,201010.0
NEW DELHI,DELHI,110085.0
KALYAN,MAHARASHTRA,421201.0
Chennai,TAMIL NADU,600012.0
PONNERI,TAMIL NADU,601204.0
HYDERABAD,TELANGANA,500049.0
DAULATPUR,HIMACHAL PRADESH,177204.0
SERAMPORE,WEST BENGAL,712249.0
Kinnigoli,KARNATAKA,574141.0
JAIPUR,RAJASTHAN,302012.0
MIRZAPUR CUM VINDHYACHAL,UTTAR PRADESH,231001.0
NEW DELHI,DELHI,110092.0
HYDERABAD,TELANGANA,500049.0
INDORE,MADHYA PRADESH,452010.0
BENGALURU,KARNATAKA,560016.0
BENGALURU,KARNATAKA,560016.0
PONNERI,TAMIL NADU,601204.0
PONNERI,TAMIL NADU,601204.0
VIJAYAWADA,ANDHRA PRADESH,520015.0
DIBRUGARH,ASSAM,786001.0
HYDERABAD,TELANGANA,500075.0
THANE,MAHARASHTRA,401105.0
BENGALURU,KARNATAKA,560066.0
Deganga,WEST BENGAL,743438.0
KOLKATA,WEST BENGAL,700033.0
KOLKATA,WEST BENGAL,700033.0
KARIMGANJ,ASSAM,788710.0
AHMEDABAD,Gujarat,382340.0
BENGALURU,KARNATAKA,560064.0
ALATHUR,KERALA,678572.0
Aluva,KERALA,683102.0
CHENNAI,TAMIL NADU,600083.0
AZAMGARH,UTTAR PRADESH,276141.0
HYDERABAD,TELANGANA,500089.0
CHENGAMANAD,KERALA,683102.0
HYDERABAD,TELANGANA,500067.0
NEW DELHI,DELHI,110063.0
NAGPUR,MAHARASHTRA,441110.0
NIZAMABAD,TELANGANA,503001.0
LONI KALBHOR,MAHARASHTRA,412201.0
KHELARI,JHARKHAND,829205.0
KHELARI,JHARKHAND,829205.0
Mira road,MAHARASHTRA,401107.0
BENGALURU,KARNATAKA,560097.0
GHAZIPUR,UTTAR PRADESH,233001.0
KOLKATA,WEST BENGAL,700034.0
PUNE,MAHARASHTRA,411048.0
CUTTACK,ODISHA,753001.0
KALABURGI,KARNATAKA,585104.0
NEW DELHI,DELHI,110016.0
KATIHAR,BIHAR,855102.0
KATIHAR,BIHAR,855102.0
BENGALURU,KARNATAKA,560086.0
NAGERCOIL,TAMIL NADU,629002.0
MUMBAI,MAHARASHTRA,400077.0
KOTHAGUDEM,TELANGANA,507101.0
BHINDER,RAJASTHAN,313603.0
AHMEDABAD,Gujarat,382481.0
AHMEDABAD,Gujarat,382481.0
CHENNAI,TAMIL NADU,600078.0
CHENNAI,TAMIL NADU,600078.0
JALANDHAR,PUNJAB,144005.0
NARASAPUR,ANDHRA PRADESH,534275.0
PALAKKAD,KERALA,678502.0
PARVATHIPURAM,ANDHRA PRADESH,535501.0
BIDHAN NAGAR,WEST BENGAL,700064.0
PUNE,MAHARASHTRA,411024.0
Mumbai,MAHARASHTRA,400030.0
HYDERABAD,TELANGANA,500085.0
HYDERABAD,TELANGANA,500089.0
SATNA,MADHYA PRADESH,485001.0
Padur,TAMIL NADU,603103.0
Padur,TAMIL NADU,603103.0
Padur,TAMIL NADU,603103.0
MADURAI,TAMIL NADU,625007.0
MUMBAI,MAHARASHTRA,400029.0
NEW DELHI,DELHI,110074.0
BALLIA,UTTAR PRADESH,277001.0
PUNE,MAHARASHTRA,411041.0
FARIDABAD,HARYANA,121003.0
KALYAN,MAHARASHTRA,421204.0
KALYAN,MAHARASHTRA,421204.0
DEVARAKONDA,TELANGANA,508248.0
GURUGRAM,HARYANA,122017.0
THRISSUR,KERALA,680003.0
DEHRADUN,UTTARAKHAND,248001.0
MUMBAI,MAHARASHTRA,400067.0
NEW DELHI,DELHI,110078.0
Bangalore,KARNATAKA,560061.0
BENGALURU,KARNATAKA,560057.0
BENGALURU,KARNATAKA,560057.0
BENGALURU,KARNATAKA,560057.0
BENGALURU,KARNATAKA,560057.0
BENGALURU,KARNATAKA,560057.0
BENGALURU,KARNATAKA,560057.0
BENGALURU,KARNATAKA,560032.0
LUCKNOW,UTTAR PRADESH,226029.0
DHARMAPURI,TAMIL NADU,636701.0
MEERUT,UTTAR PRADESH,250002.0
SECUNDERABAD,TELANGANA,500009.0
NOIDA,UTTAR PRADESH,201305.0
DANGUWAPASI,JHARKHAND,833212.0
DHEMAJI,ASSAM,786189.0
DHEMAJI,ASSAM,786189.0
PULGAON,MAHARASHTRA,442302.0
PULGAON,MAHARASHTRA,442302.0
PULGAON,MAHARASHTRA,442302.0
AKATHIYOOR,KERALA,680542.0
Shakarpur,DELHI,110092.0
Shakarpur,DELHI,110092.0
NEW DELHI,DELHI,110078.0
KOLKATA,WEST BENGAL,700004.0
Imphal east,MANIPUR,795008.0
LUCKNOW,UTTAR PRADESH,226010.0
CHEBROLU,ANDHRA PRADESH,522212.0
BENGALURU,KARNATAKA,560078.0
Alappuzha,KERALA,688006.0
AKBARPUR,UTTAR PRADESH,224122.0
NAGPUR,MAHARASHTRA,441111.0
NABAGRAM COLONY,WEST BENGAL,712246.0
KOLKATA,WEST BENGAL,700074.0
KOLKATA,WEST BENGAL,700074.0
THANE,MAHARASHTRA,400604.0
KOZHIKODE,KERALA,673574.0
PUDUCHERRY,PUDUCHERRY,605009.0
NEW DELHI,DELHI,110086.0
NEW TOWN,WEST BENGAL,700156.0
NELAMANGALA,KARNATAKA,562123.0
NELAMANGALA,KARNATAKA,562123.0
NELAMANGALA,KARNATAKA,562123.0
"KOTPAD, Koraput",ODISHA,764058.0
BHUBANESWAR,ODISHA,751015.0
LUCKNOW,UTTAR PRADESH,226010.0
BENGALURU,KARNATAKA,560064.0
NASHIK,MAHARASHTRA,422401.0
KATIHAR,BIHAR,854107.0
KOLKATA,WEST BENGAL,700090.0
ALAPPUZHA,KERALA,688002.0
MUMBAI,MAHARASHTRA,400097.0
MUMBAI,MAHARASHTRA,400097.0
NEW DELHI,DELHI,110008.0
Hyderabad,TELANGANA,500062.0
BAREILLY,UTTAR PRADESH,243001.0
NEW DELHI,DELHI,110007.0
KOLKATA,WEST BENGAL,700090.0
KOLKATA,WEST BENGAL,700039.0
CHENNAI,TAMIL NADU,600043.0
CHENNAI,TAMIL NADU,600093.0
GURUGRAM,HARYANA,122001.0
TIRORA,MAHARASHTRA,441911.0
ZIRAKPUR,PUNJAB,140603.0
VADODARA,Gujarat,390025.0
Chennai,TAMIL NADU,600078.0
HYDERABAD,TELANGANA,500055.0
ZIRAKPUR,PUNJAB,140603.0
AJMER,RAJASTHAN,305001.0
MADIKERI,KARNATAKA,571201.0
MADIKERI,KARNATAKA,571201.0
GHAZIABAD,UTTAR PRADESH,201012.0
Thrissur,KERALA,680596.0
Thrissur,KERALA,680596.0
HYDERABAD,TELANGANA,500043.0
PUNE,MAHARASHTRA,411006.0
RANCHI,JHARKHAND,834001.0
Bengaluru,KARNATAKA,560091.0
GURUGRAM,HARYANA,122018.0
CHENNAI,TAMIL NADU,600040.0
JAMMU,JAMMU & KASHMIR,181124.0
Dungarpur,RAJASTHAN,314031.0
PANCHKULA,HARYANA,134117.0
HYDERABAD,TELANGANA,500001.0
DHOLKA,Gujarat,382225.0
DALTONGANJ,JHARKHAND,822102.0
BENGALURU,KARNATAKA,560094.0
BATHINDA,PUNJAB,151001.0
LUCKNOW,UTTAR PRADESH,226026.0
HYDERABAD,TELANGANA,501505.0
Nagpur,MAHARASHTRA,440030.0
CHENNAI,TAMIL NADU,600028.0
CHENNAI,TAMIL NADU,600028.0
RANCHI,JHARKHAND,834003.0
PATNA,BIHAR,800024.0
MANGALURU,KARNATAKA,575002.0
"KAMATGI,Hunugund taluk,Bagalkot district",KARNATAKA,587120.0
GUWAHATI,ASSAM,781017.0
GUWAHATI,ASSAM,781015.0
BENGALURU,KARNATAKA,560043.0
RANCHI,JHARKHAND,834009.0
CHENNAI,TAMIL NADU,600088.0
KANPURKanpur,UTTAR PRADESH,208013.0
BHUBANESWAR,ODISHA,751001.0
NEW DELHI,DELHI,110068.0
Bengaluru,KARNATAKA,560068.0
NAGPUR,MAHARASHTRA,440013.0
ARNI,MAHARASHTRA,445103.0
CHENNAI,TAMIL NADU,600088.0
HYDERABAD,TELANGANA,500049.0
MORBI,Gujarat,363641.0
CHENNAI,TAMIL NADU,600106.0
Jorhat,ASSAM,785001.0
Bantwal,KARNATAKA,574211.0
Bantwal,KARNATAKA,574211.0
SECUNDERABAD,TELANGANA,500009.0
GUWAHATI,ASSAM,781035.0
NOIDA,UTTAR PRADESH,201303.0
GANJAM,ODISHA,761209.0
DEWAS,MADHYA PRADESH,455001.0
PUNE,MAHARASHTRA,411040.0
PATNA,BIHAR,800003.0
PATNA,BIHAR,800003.0
PATNA,BIHAR,800003.0
PATNA,BIHAR,800003.0
NAGAUR,RAJASTHAN,342037.0
KANPUR,UTTAR PRADESH,209864.0
NEYYATTINKARA,KERALA,695122.0
CHITTOOR,ANDHRA PRADESH,517001.0
BENGALURU,KARNATAKA,560067.0
COIMBATORE,TAMIL NADU,641049.0
MUMBAI,MAHARASHTRA,400012.0
SILIGURI,WEST BENGAL,734013.0
KUSHALANAGARA,KARNATAKA,571234.0
kolkata,WEST BENGAL,700008.0
Chennai,TAMIL NADU,603112.0
Chennai,TAMIL NADU,603112.0
Chennai,TAMIL NADU,603112.0
SIMLAPAL,WEST BENGAL,722151.0
NEYYATTINKARA,KERALA,695122.0
NARKATIAGANJ,BIHAR,845455.0
NASHIK,MAHARASHTRA,422101.0
"Wagholi, PUNE",MAHARASHTRA,412207.0
KOHIMA,NAGALAND,797001.0
JALANDHAR,PUNJAB,144008.0
Ghaziabad,UTTAR PRADESH,201012.0
BENGALURU,KARNATAKA,560087.0
Surat,Gujarat,394210.0
PUNE,MAHARASHTRA,411040.0
THANE (W),MAHARASHTRA,400601.0
CHENNAI,TAMIL NADU,600125.0
MYSURU,KARNATAKA,570023.0
PUNE,MAHARASHTRA,411037.0
NEW DELHI,DELHI,110052.0
PORVORIM,GOA,403501.0
PUNE,MAHARASHTRA,411040.0
AHMEDABAD,Gujarat,380015.0
NOIDA,UTTAR PRADESH,201304.0
Hyderabad,TELANGANA,500016.0
Vasai,MAHARASHTRA,401201.0
GHAZIABAD,UTTAR PRADESH,201014.0
GUWAHATI,ASSAM,781011.0
SANGLI,MAHARASHTRA,416416.0
VADODARA,Gujarat,390010.0
COIMBATORE,TAMIL NADU,641006.0
KOTTAYAM,KERALA,686020.0
BENGALURU,KARNATAKA,560100.0
DHARMADOM,KERALA,670661.0
MUMBAI,MAHARASHTRA,400037.0
NEW DELHI,DELHI,110045.0
VASAI VIRAR,MAHARASHTRA,401208.0
PUNE,MAHARASHTRA,411028.0
GWALIOR,MADHYA PRADESH,474001.0
LUDHIANA,PUNJAB,141008.0
NATHDWARA,RAJASTHAN,313301.0
Varanasi,UTTAR PRADESH,221002.0
GUWAHATI,ASSAM,781011.0
ULLAL,KARNATAKA,575018.0
LUDHIANA,PUNJAB,141008.0
Haldwani,UTTARAKHAND,263139.0
NANDED WAGHALA,MAHARASHTRA,431606.0
NEW DELHI,DELHI,110074.0
BENGALURU,KARNATAKA,560024.0
NEW DELHI,DELHI,110092.0
Sangareddy District,TELANGANA,502345.0
NAGPUR,MAHARASHTRA,440007.0
NAGPUR,MAHARASHTRA,440007.0
HYDERABAD,TELANGANA,500079.0
HYDERABAD,TELANGANA,500079.0
HYDERABAD,TELANGANA,500079.0
HYDERABAD,TELANGANA,500075.0
HYDERABAD,TELANGANA,500075.0
Madurai,TAMIL NADU,625010.0
COIMBATORE,TAMIL NADU,641045.0
thane,MAHARASHTRA,400606.0
Hyderabad,TELANGANA,500068.0
BELAGAVI,KARNATAKA,590006.0
GURUGRAM,HARYANA,122017.0
GURUGRAM,HARYANA,122017.0
HYDERABAD,TELANGANA,500081.0
CHENNAI,TAMIL NADU,600091.0
HYDERABAD,TELANGANA,502319.0
PATNA,BIHAR,800008.0
MUMBAI,MAHARASHTRA,400076.0
Kanniyakumari,TAMIL NADU,629177.0
HYDERABAD,TELANGANA,500033.0
hyderabad,TELANGANA,500012.0
hyderabad,TELANGANA,500012.0
hyderabad,TELANGANA,500012.0
hyderabad,TELANGANA,500012.0
MUMBAI,MAHARASHTRA,400063.0
LUCKNOW,UTTAR PRADESH,226012.0
KOLKATA,WEST BENGAL,700019.0
KOLKATA,WEST BENGAL,700151.0
NEW DELHI,DELHI,110059.0
ISNAPUR,TELANGANA,502307.0
BILASPUR,CHHATTISGARH,495001.0
Pune,MAHARASHTRA,411001.0
PUDUCHERRY,PUDUCHERRY,605110.0
GANJAM,ODISHA,761209.0
DEHRADUN,UTTARAKHAND,248001.0
HYDERABAD,TELANGANA,500072.0
Pune,MAHARASHTRA,411001.0
BASUDEBPUR,ODISHA,756125.0
GHAZIABAD,UTTAR PRADESH,201010.0
PUTTAPARTHI,ANDHRA PRADESH,515134.0
BENGALURU,KARNATAKA,560002.0
THANE,MAHARASHTRA,400607.0
THANE,MAHARASHTRA,400607.0
NEW DELHI,DELHI,110085.0
BISWAN,UTTAR PRADESH,261201.0
MUMBAI,MAHARASHTRA,400072.0
MUMBAI,MAHARASHTRA,400080.0
GUWAHATI,ASSAM,781007.0
MUMBAI,MAHARASHTRA,400080.0
CHENNAI,TAMIL NADU,600012.0
CHENNAI,TAMIL NADU,600012.0
VILLUPURAM,TAMIL NADU,605602.0
KAMPUR TOWN,ASSAM,782426.0
BARASAT,WEST BENGAL,700129.0
HYDERABAD,TELANGANA,500033.0
GURUGRAM,HARYANA,122002.0
MUMBAI,MAHARASHTRA,400088.0
MUMBAI,MAHARASHTRA,400088.0
CHENNAI,TAMIL NADU,600088.0
Lakkavaram,ANDHRA PRADESH,534451.0
NEW DELHI,DELHI,110003.0
Hazaribagh,JHARKHAND,825302.0
ALLAHABAD,UTTAR PRADESH,211016.0
COIMBATORE,TAMIL NADU,641049.0
MEERUT CANTT,UTTAR PRADESH,250001.0
ALIGARH,UTTAR PRADESH,202001.0
Mumbai,MAHARASHTRA,400053.0
BADLAPUR,MAHARASHTRA,421503.0
BADLAPUR,MAHARASHTRA,421503.0
MYSORE,KARNATAKA,570010.0
PUNE,MAHARASHTRA,411023.0
PUNE,MAHARASHTRA,411023.0
HYDERABAD,TELANGANA,500033.0
MATHURA,UTTAR PRADESH,281004.0
Naigoan,MAHARASHTRA,401208.0
BHILAI,CHHATTISGARH,490020.0
JIND,HARYANA,126102.0
HYDERABAD,TELANGANA,500034.0
VILLUPURAM,TAMIL NADU,605602.0
SOLAPUR,MAHARASHTRA,413001.0
CHENNAI,TAMIL NADU,600077.0
Surat,Gujarat,394210.0
Mumbai,MAHARASHTRA,400015.0
BENGALURU,KARNATAKA,560050.0
BENGALURU,KARNATAKA,560050.0
SANAND,Gujarat,382110.0
HYDERABAD,TELANGANA,500100.0
HYDERABAD,TELANGANA,500083.0
Naigoan,MAHARASHTRA,401208.0
AHMEDABAD,Gujarat,380058.0
AHMEDABAD,Gujarat,380058.0
BENGALURU,KARNATAKA,560084.0
INDORE,MADHYA PRADESH,452010.0
HOSKOTE,KARNATAKA,562114.0
SURAT,Gujarat,395009.0
VADODARA,Gujarat,390021.0
PIMPRI CHINCHWAD,MAHARASHTRA,411033.0
NEW DELHI,DELHI,110074.0
CHENNAI,TAMIL NADU,600083.0
PIMPRI CHINCHWAD,MAHARASHTRA,412101.0
VADODARA,Gujarat,390006.0
Motihari,BIHAR,845401.0
MEERUT,UTTAR PRADESH,250004.0
NOIDA,UTTAR PRADESH,201309.0
davangere,KARNATAKA,577004.0
HYDERABAD,TELANGANA,500020.0
MUMBAI,MAHARASHTRA,400016.0
MEERUT,UTTAR PRADESH,250001.0
KOCHI,KERALA,682030.0
Jetpur,Gujarat,360370.0
MUMBAI,MAHARASHTRA,400016.0
MUMBAI,MAHARASHTRA,400016.0
MUMBAI,MAHARASHTRA,400016.0
BANGALORE,KARNATAKA,560035.0
RAIGANJ,WEST BENGAL,733130.0
NAVI MUMBAI,MAHARASHTRA,410206.0
Noida extension,UTTAR PRADESH,201305.0
COIMBATORE,TAMIL NADU,641027.0
DOHAD,Gujarat,389151.0
KARNAL,HARYANA,132001.0
CHENNAI,TAMIL NADU,600091.0
JAMSHEDPUR,JHARKHAND,831005.0
NAGPUR,MAHARASHTRA,440024.0
NOIDA,UTTAR PRADESH,201309.0
JAIPUR,RAJASTHAN,302018.0
CHITTOOR,ANDHRA PRADESH,517002.0
PUNE,MAHARASHTRA,411014.0
BENGALURU,KARNATAKA,560094.0
PATNA,BIHAR,800013.0
KOLKATA,WEST BENGAL,700010.0
THANE (W),MAHARASHTRA,400601.0
Lonavala,MAHARASHTRA,410405.0
DEORIA,UTTAR PRADESH,274001.0
CHENNAI,TAMIL NADU,600083.0
MUMBAI,MAHARASHTRA,400017.0
THIRUVANANTHAPURAM,KERALA,695004.0
BHIWADI,RAJASTHAN,301019.0
Dombivli west,MAHARASHTRA,421202.0
YERRAGUNTLA,ANDHRA PRADESH,516309.0
FARIDABAD,HARYANA,121010.0
NEW DELHI,DELHI,110054.0
MUMBAI,MAHARASHTRA,400017.0
Mumbai,MAHARASHTRA,400068.0
Mandi,HIMACHAL PRADESH,175008.0
AHMEDABAD,Gujarat,380022.0
JODHPUR,RAJASTHAN,342001.0
SRIPERUMBUDUR,TAMIL NADU,602105.0
BENGALURU,KARNATAKA,560068.0
LUCKNOW,UTTAR PRADESH,226016.0
PUNE,MAHARASHTRA,411028.0
PUNE,MAHARASHTRA,411028.0
Hyderabad,TELANGANA,500034.0
BENGALURU,KARNATAKA,560100.0
NASHIK,MAHARASHTRA,422009.0
BENGALURU,KARNATAKA,560028.0
MUMBAI,MAHARASHTRA,400089.0
HUBBALLI,KARNATAKA,580023.0
NEW DELHI,DELHI,110058.0
BENGALURU,KARNATAKA,560059.0
DHARMANAGAR,TRIPURA,799250.0
THIRUVANANTHAPURAM,KERALA,695009.0
GHAZIABAD,UTTAR PRADESH,201005.0
SURAT,Gujarat,395007.0
Bengaluru,KARNATAKA,560008.0
BENGALURU,KARNATAKA,560024.0
HYDERABAD,TELANGANA,500084.0
Satna,MADHYA PRADESH,485001.0
MANGALURU,KARNATAKA,575001.0
SIDHI,MADHYA PRADESH,486661.0
BENGALURU,KARNATAKA,560084.0
PUNE,MAHARASHTRA,411036.0
MUMBAI,MAHARASHTRA,400102.0
CHENNAI,TAMIL NADU,600003.0
AGARTALA,TRIPURA,799003.0
Mandi,HIMACHAL PRADESH,175008.0
GURUGRAM,HARYANA,122001.0
VADODARA,Gujarat,390019.0
Kolkata,WEST BENGAL,700048.0
"Durganagar ,Nimta south",WEST BENGAL,700049.0
DURG,CHHATTISGARH,491001.0
DURG,CHHATTISGARH,491001.0
GORAKHPUR,UTTAR PRADESH,273001.0
KARIMPUR,WEST BENGAL,741152.0
MUSTAFABAD,HARYANA,133103.0
AGARTALA,TRIPURA,799006.0
Koothparamba,KERALA,670612.0
ERNAKULAM,KERALA,682017.0
Kattangal,KERALA,673601.0
GURUGRAM,HARYANA,122001.0
SIKAR,RAJASTHAN,332001.0
BENGALURU,KARNATAKA,560100.0
NASHIK,MAHARASHTRA,422101.0
GURUGRAM,HARYANA,122017.0
GREATER NOIDA,UTTAR PRADESH,201308.0
GWALIOR,MADHYA PRADESH,474001.0
NEW DELHI,DELHI,110023.0
NEW DELHI,DELHI,110023.0
PATNA,BIHAR,800003.0
Ranchi,JHARKHAND,834002.0
THANE (W),MAHARASHTRA,400601.0
BENGALURU,KARNATAKA,560046.0
GWALIOR,MADHYA PRADESH,474011.0
MUMBAI,MAHARASHTRA,400101.0
GREATER NOIDA,UTTAR PRADESH,201306.0
Dabi,RAJASTHAN,323022.0
GWALIOR,MADHYA PRADESH,474001.0
NOIDA,UTTAR PRADESH,201310.0
NOIDA,UTTAR PRADESH,201304.0
BENGALURU,KARNATAKA,560059.0
BENGALURU,KARNATAKA,560059.0
ARWAL,BIHAR,804421.0
THANE,MAHARASHTRA,401107.0
THIRUVANANTHAPURAM,KERALA,695009.0
PAKAUR,JHARKHAND,816107.0
ERNAKULAM,KERALA,686664.0
COIMBATORE,TAMIL NADU,641041.0
HYDERABAD,TELANGANA,500080.0
HYDERABAD,TELANGANA,500080.0
HYDERABAD,TELANGANA,500080.0
PHIRANGIPURAM,ANDHRA PRADESH,522529.0
PUNE,MAHARASHTRA,411037.0
DHANBAD,JHARKHAND,826001.0
NEW TOWN,WEST BENGAL,700059.0
Bengaluru,KARNATAKA,560100.0
JAIPUR,RAJASTHAN,302004.0
MUMBAI,MAHARASHTRA,400063.0
HYDERABAD,TELANGANA,500072.0
CHENNAI,TAMIL NADU,600004.0
PUNJAIPULIAMPATTI,TAMIL NADU,638459.0
BENGALURU,KARNATAKA,560093.0
BENGALURU,KARNATAKA,560086.0
ATTUR,TAMIL NADU,636121.0
CHENNAI,TAMIL NADU,600077.0
BURDWAN,WEST BENGAL,713101.0
BENGALURU,KARNATAKA,560093.0
MUMBAI,MAHARASHTRA,400072.0
KOLKATA,WEST BENGAL,700024.0
KADAPA,ANDHRA PRADESH,516001.0
HYDERABAD,TELANGANA,500050.0
MUMBAI,MAHARASHTRA,400093.0
HYDERABAD,TELANGANA,500050.0
Badlapur,UTTAR PRADESH,222125.0
HYDERABAD,TELANGANA,500083.0
JAIPUR,RAJASTHAN,302006.0
UDAIPURudipur,RAJASTHAN,313002.0
Bangalore,KARNATAKA,560004.0
ADAMPUR,PUNJAB,144102.0
SATHUPALLY,TELANGANA,507303.0
Bhubaneswar,ODISHA,751021.0
"CHAMARAJANAGAR, district and subdistrict",KARNATAKA,571127.0
KRISHNAGIRI,TAMIL NADU,635103.0
TUMAKURU,KARNATAKA,572102.0
KOLKATA,WEST BENGAL,700017.0
AHMEDABAD,Gujarat,380015.0
GURUGRAM,HARYANA,122002.0
BHUBANESWAR,ODISHA,751012.0
NEW DELHI,DELHI,110075.0
NOIDA,UTTAR PRADESH,201301.0
HYDERABAD,TELANGANA,500083.0
GURUGRAM,HARYANA,122101.0
PUNE,MAHARASHTRA,411042.0
Aluva,KERALA,683102.0
LUDHIANA,PUNJAB,141003.0
Koothparamba,KERALA,670612.0
Pune,MAHARASHTRA,411060.0
UNNAO,UTTAR PRADESH,209863.0
CHENNAI,TAMIL NADU,600113.0
CHENNAI,TAMIL NADU,600113.0
HYDERABAD,TELANGANA,500068.0
HYDERABAD,TELANGANA,500089.0
Bangalore,KARNATAKA,560075.0
CHENNAI,TAMIL NADU,600054.0
THIRUVANANTHAPURAM,KERALA,695011.0
KAWARDHA,CHHATTISGARH,491995.0
KOLKATA,WEST BENGAL,700017.0
LUCKNOW,UTTAR PRADESH,226022.0
VADODARA,Gujarat,390009.0
BHANDARA,MAHARASHTRA,441904.0
BENGALURU,KARNATAKA,560068.0
AHMEDABAD,Gujarat,380015.0
AHMEDABAD,Gujarat,380015.0
AHMEDABAD,Gujarat,380015.0
GURUGRAM,HARYANA,122017.0
BENGALURU,KARNATAKA,560068.0
HYDERABAD,TELANGANA,500100.0
GUWAHATI,ASSAM,781006.0
AURANGABAD,MAHARASHTRA,431113.0
NEW DELHI,DELHI,110092.0
HYDERABAD,TELANGANA,500096.0
Ponda,Goa,403401.0
BHILWARA,RAJASTHAN,311001.0
GUWAHATI,ASSAM,781006.0
AHMEDABAD,Gujarat,380015.0
THANE,MAHARASHTRA,400610.0
NAGPUR,MAHARASHTRA,440022.0
Ahmedabad,Gujarat,380054.0
NOIDA,UTTAR PRADESH,201309.0
PUNE,MAHARASHTRA,411048.0
SOHNA,HARYANA,122102.0
BENGALURU,KARNATAKA,560077.0
Bangalore,KARNATAKA,560075.0
KANNAMANGALAM ALAPPUZHA DISTRICT,KERALA,690109.0
FAIZABAD,UTTAR PRADESH,224001.0
CHENNAI,TAMIL NADU,600115.0
KOTTAYAM,KERALA,686006.0
MUMBAI,MAHARASHTRA,400018.0
HYDERABAD,TELANGANA,500010.0
DARWHA,MAHARASHTRA,445202.0
DARWHA,MAHARASHTRA,445202.0
HYDERABAD,TELANGANA,500035.0
NASHIK,MAHARASHTRA,422009.0
BENGALURU,KARNATAKA,560037.0
CHENNAI,TAMIL NADU,600010.0
GANDHINAGAR,Gujarat,382007.0
PUNE,MAHARASHTRA,411005.0
FARIDABAD,HARYANA,121008.0
DARJEELING,WEST BENGAL,734101.0
BENGALURU,KARNATAKA,560037.0
AHMEDABAD,Gujarat,380052.0
GANDHINAGAR,Gujarat,382007.0
GURUGRAM,HARYANA,122006.0
TIRUR,KERALA,676107.0
CHENNAI,TAMIL NADU,600110.0
BENGALURU,KARNATAKA,560001.0
Bengaluru,KARNATAKA,560085.0
Bengaluru,KARNATAKA,560085.0
CHANDIGARH,CHANDIGARH,160022.0
RANCHI,JHARKHAND,834008.0
Dharmapuri,TAMIL NADU,636701.0
GURUGRAM,HARYANA,122001.0
BERHAMPORE,WEST BENGAL,742101.0
Nagpur,MAHARASHTRA,440009.0
KADUNGALLOOR,KERALA,683110.0
mumbai,MAHARASHTRA,400078.0
MUMBAI,MAHARASHTRA,400050.0
NELLORE,ANDHRA PRADESH,524003.0
PATNA,BIHAR,801503.0
KANCHEEPURAM,TAMIL NADU,631502.0
PATNA,BIHAR,800001.0
Chennai,TAMIL NADU,600096.0
Chennai,TAMIL NADU,600096.0
THIRUVANANTHAPURAM,KERALA,695009.0
GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201309.0
HYDERABAD,TELANGANA,500097.0
KHANDWA,MADHYA PRADESH,450001.0
MANGALURU,KARNATAKA,575006.0
VADODARA,Gujarat,391101.0
MURWARA KATNI,MADHYA PRADESH,483504.0
SAMBALPUR,ODISHA,768002.0
HYDERABAD,TELANGANA,500089.0
MAJHAULIA,BIHAR,845454.0
GWALIOR,MADHYA PRADESH,474001.0
DAMAN,DADRA AND NAGAR,396210.0
MADUKKARAI,TAMIL NADU,641105.0
Karunagappally,KERALA,690573.0
